State,District,Crop,Year,Area_Hectares,Production_Tonnes,Yield_Tonnes_Per_Hectare,Annual_Rainfall_mm,Avg_Temperature_C,Avg_Humidity_Percent,Avg_Min_Price,Avg_Max_Price,Avg_Modal_Price
Andhra Pradesh,Kurnool,Rice,2020,10423,45175.31,4.334,666.8000000000001,25.400000000000002,61.01666666666667,2043.6991666666665,2399.124166666667,2221.4133333333334
Andhra Pradesh,Kurnool,Rice,2021,12158,44944.63,3.697,656.2,26.191666666666666,59.324999999999996,2142.1908333333336,2514.7450000000003,2328.4683333333332
Andhra Pradesh,Kurnool,Rice,2022,20151,85473.7,4.242,805.3,26.21666666666667,61.275,2164.909166666667,2541.415,2353.1625
Andhra Pradesh,Kurnool,Rice,2023,27581,126617.13,4.591,550.9,26.900000000000002,57.15,2089.8516666666665,2453.3033333333333,2271.5791666666664
Andhra Pradesh,Kurnool,Rice,2024,17874,85200.14,4.767,666.6,25.916666666666668,61.60833333333334,2290.820833333333,2689.2233333333334,2490.0216666666665
Andhra Pradesh,Kurnool,Rice,2025,7557,28630.16,3.789,694.3,25.5,61.24166666666667,2217.374166666667,2603.0033333333336,2410.188333333333
Andhra Pradesh,Kurnool,Maize,2020,16969,72596.52,4.278,666.8000000000001,25.400000000000002,61.01666666666667,1755.9191666666666,2061.298333333333,1908.6083333333333
Andhra Pradesh,Kurnool,Maize,2021,18992,68513.03,3.607,656.2,26.191666666666666,59.324999999999996,1793.694166666667,2105.6408333333334,1949.6674999999998
Andhra Pradesh,Kurnool,Maize,2022,27399,114007.67,4.161,805.3,26.21666666666667,61.275,1828.2941666666666,2146.255833333333,1987.2749999999999
Andhra Pradesh,Kurnool,Maize,2023,9735,36165.48,3.715,550.9,26.900000000000002,57.15,1868.5083333333332,2193.465,2030.9866666666667
Andhra Pradesh,Kurnool,Maize,2024,13050,49531.24,3.795,666.6,25.916666666666668,61.60833333333334,1952.5441666666666,2292.1175,2122.3316666666665
Andhra Pradesh,Kurnool,Maize,2025,23077,89411.69,3.874,694.3,25.5,61.24166666666667,1960.7641666666666,2301.766666666667,2131.2658333333334
Andhra Pradesh,Kurnool,Cotton,2020,15677,36030.68,2.298,666.8000000000001,25.400000000000002,61.01666666666667,6309.696666666667,7407.036666666667,6858.3675
Andhra Pradesh,Kurnool,Cotton,2021,20636,51719.19,2.506,656.2,26.191666666666666,59.324999999999996,6501.9875,7632.768333333333,7067.378333333333
Andhra Pradesh,Kurnool,Cotton,2022,14151,30759.5,2.174,805.3,26.21666666666667,61.275,6596.401666666668,7743.6025,7170.0
Andhra Pradesh,Kurnool,Cotton,2023,14007,29004.2,2.071,550.9,26.900000000000002,57.15,6716.500833333333,7884.588333333333,7300.544166666667
Andhra Pradesh,Kurnool,Cotton,2024,23589,53492.93,2.268,666.6,25.916666666666668,61.60833333333334,6933.225833333333,8139.001666666667,7536.115000000001
Andhra Pradesh,Kurnool,Cotton,2025,17468,37726.57,2.16,694.3,25.5,61.24166666666667,6941.310833333333,8148.494166666666,7544.901666666666
Andhra Pradesh,Kurnool,Groundnut,2020,5190,10991.61,2.118,666.8000000000001,25.400000000000002,61.01666666666667,5228.751666666666,6138.100833333334,5683.427500000001
Andhra Pradesh,Kurnool,Groundnut,2021,22568,48343.19,2.142,656.2,26.191666666666666,59.324999999999996,5354.796666666666,6286.065833333333,5820.4325
Andhra Pradesh,Kurnool,Groundnut,2022,6816,16833.02,2.47,805.3,26.21666666666667,61.275,5325.5199999999995,6251.696666666667,5788.608333333334
Andhra Pradesh,Kurnool,Groundnut,2023,10442,24170.01,2.315,550.9,26.900000000000002,57.15,5605.528333333333,6580.4025,6092.965
Andhra Pradesh,Kurnool,Groundnut,2024,12455,32217.6,2.587,666.6,25.916666666666668,61.60833333333334,5660.653333333333,6645.115000000001,6152.884999999999
Andhra Pradesh,Kurnool,Groundnut,2025,29190,74752.07,2.561,694.3,25.5,61.24166666666667,5731.093333333333,6727.806666666667,6229.451666666667
Andhra Pradesh,Kurnool,Chilli,2020,5784,13347.73,2.308,666.8000000000001,25.400000000000002,61.01666666666667,9863.272500000001,11578.620833333334,10720.946666666667
Andhra Pradesh,Kurnool,Chilli,2021,10801,21607.96,2.001,656.2,26.191666666666666,59.324999999999996,9846.496666666668,11558.9325,10702.715
Andhra Pradesh,Kurnool,Chilli,2022,15647,31627.73,2.021,805.3,26.21666666666667,61.275,9929.875833333334,11656.81,10793.3425
Andhra Pradesh,Kurnool,Chilli,2023,29376,51645.7,1.758,550.9,26.900000000000002,57.15,10420.911666666667,12233.2425,11327.079166666668
Andhra Pradesh,Kurnool,Chilli,2024,17039,35720.7,2.096,666.6,25.916666666666668,61.60833333333334,10564.390833333333,12401.675000000001,11483.032500000001
Andhra Pradesh,Kurnool,Chilli,2025,27386,34600.81,1.263,694.3,25.5,61.24166666666667,10908.281666666668,12805.375,11856.828333333333
Andhra Pradesh,Prakasam,Rice,2020,18121,77840.3,4.296,775.1,26.258333333333336,68.375,2037.3391666666666,2391.66,2214.4991666666665
Andhra Pradesh,Prakasam,Rice,2021,25530,103581.23,4.057,525.5,24.150000000000002,63.675000000000004,2069.3141666666666,2429.1941666666667,2249.2541666666666
Andhra Pradesh,Prakasam,Rice,2022,22532,95900.78,4.256,746.8,26.333333333333332,62.5,2163.7791666666667,2540.0866666666666,2351.9325
Andhra Pradesh,Prakasam,Rice,2023,14907,60040.79,4.028,575.3,26.0,62.416666666666664,2132.116666666667,2502.9191666666666,2317.5175
Andhra Pradesh,Prakasam,Rice,2024,19599,83682.97,4.27,597.5,25.724999999999998,62.916666666666664,2211.5891666666666,2596.2125,2403.9
Andhra Pradesh,Prakasam,Rice,2025,21388,92645.26,4.332,585.1,26.75,62.35,2256.2366666666667,2648.6266666666666,2452.4308333333333
Andhra Pradesh,Prakasam,Maize,2020,28411,109328.9,3.848,775.1,26.258333333333336,68.375,1724.62,2024.5525,1874.5866666666668
Andhra Pradesh,Prakasam,Maize,2021,12079,43038.61,3.563,525.5,24.150000000000002,63.675000000000004,1728.22,2028.78,1878.4991666666667
Andhra Pradesh,Prakasam,Maize,2022,26136,81524.51,3.119,746.8,26.333333333333332,62.5,1882.7975,2210.2408333333333,2046.5191666666667
Andhra Pradesh,Prakasam,Maize,2023,10177,41799.69,4.107,575.3,26.0,62.416666666666664,1870.5775,2195.8958333333335,2033.2383333333335
Andhra Pradesh,Prakasam,Maize,2024,6081,24273.9,3.992,597.5,25.724999999999998,62.916666666666664,1918.6241666666665,2252.2975,2085.459166666667
Andhra Pradesh,Prakasam,Maize,2025,18407,76359.76,4.148,585.1,26.75,62.35,1962.985,2304.3741666666665,2133.681666666667
Andhra Pradesh,Prakasam,Cotton,2020,17775,40353.05,2.27,775.1,26.258333333333336,68.375,6096.3533333333335,7156.590833333333,6626.4725
Andhra Pradesh,Prakasam,Cotton,2021,18500,47464.7,2.566,525.5,24.150000000000002,63.675000000000004,6417.974999999999,7534.145,6976.06
Andhra Pradesh,Prakasam,Cotton,2022,20125,40079.79,1.992,746.8,26.333333333333332,62.5,6581.572499999999,7726.194166666667,7153.881666666667
Andhra Pradesh,Prakasam,Cotton,2023,12253,28865.53,2.356,575.3,26.0,62.416666666666664,6667.72,7827.324166666666,7247.5216666666665
Andhra Pradesh,Prakasam,Cotton,2024,16151,30107.57,1.864,597.5,25.724999999999998,62.916666666666664,6971.27,8183.665,7577.468333333333
Andhra Pradesh,Prakasam,Cotton,2025,28805,43082.4,1.496,585.1,26.75,62.35,7098.7575,8333.323333333334,7716.0408333333335
Andhra Pradesh,Prakasam,Groundnut,2020,28049,72625.53,2.589,775.1,26.258333333333336,68.375,5242.661666666667,6154.43,5698.545833333334
Andhra Pradesh,Prakasam,Groundnut,2021,14207,33785.87,2.378,525.5,24.150000000000002,63.675000000000004,5291.552500000001,6211.824166666666,5751.69
Andhra Pradesh,Prakasam,Groundnut,2022,24223,64911.04,2.68,746.8,26.333333333333332,62.5,5465.04,6415.480833333334,5940.259999999999
Andhra Pradesh,Prakasam,Groundnut,2023,5851,14361.29,2.455,575.3,26.0,62.416666666666664,5699.1125,6690.2625,6194.689166666667
Andhra Pradesh,Prakasam,Groundnut,2024,7427,17557.7,2.364,597.5,25.724999999999998,62.916666666666664,5643.735833333333,6625.255,6134.495833333333
Andhra Pradesh,Prakasam,Groundnut,2025,27116,72424.26,2.671,585.1,26.75,62.35,5754.68,6755.495833333333,6255.087500000001
Andhra Pradesh,Prakasam,Chilli,2020,18479,32962.82,1.784,775.1,26.258333333333336,68.375,9690.5975,11375.919166666667,10533.2575
Andhra Pradesh,Prakasam,Chilli,2021,28132,54291.65,1.93,525.5,24.150000000000002,63.675000000000004,9993.575833333334,11731.589999999998,10862.582499999999
Andhra Pradesh,Prakasam,Chilli,2022,8267,16414.98,1.986,746.8,26.333333333333332,62.5,10274.176666666666,12060.988333333335,11167.583333333334
Andhra Pradesh,Prakasam,Chilli,2023,16338,32610.82,1.996,575.3,26.0,62.416666666666664,10539.994166666667,12373.036666666667,11456.515833333333
Andhra Pradesh,Prakasam,Chilli,2024,28548,44075.13,1.544,597.5,25.724999999999998,62.916666666666664,10745.941666666668,12614.799166666666,11680.37
Andhra Pradesh,Prakasam,Chilli,2025,23888,59334.53,2.484,585.1,26.75,62.35,10628.9,12477.405,11553.153333333334
Telangana,Nalgonda,Rice,2020,22506,82025.0,3.645,708.8000000000001,26.59166666666667,65.2,2003.131666666667,2351.5025,2177.318333333333
Telangana,Nalgonda,Rice,2021,7143,30186.64,4.226,621.3,25.349999999999998,66.76666666666667,2053.7400000000002,2410.9133333333334,2232.3275
Telangana,Nalgonda,Rice,2022,17043,73413.08,4.308,668.8,26.28333333333333,61.86666666666667,2134.7425,2506.0033333333336,2320.3733333333334
Telangana,Nalgonda,Rice,2023,19552,73842.78,3.777,745.7,25.958333333333332,61.31666666666666,2142.0533333333333,2514.5833333333335,2328.3166666666666
Telangana,Nalgonda,Rice,2024,17144,75228.18,4.388,653.8,25.5,63.925000000000004,2232.1541666666667,2620.355,2426.2549999999997
Telangana,Nalgonda,Rice,2025,22749,91971.32,4.043,736.4,27.13333333333333,63.46666666666667,2265.0991666666664,2659.028333333333,2462.0641666666666
Telangana,Nalgonda,Maize,2020,18923,68288.96,3.609,708.8000000000001,26.59166666666667,65.2,1799.0258333333334,2111.8991666666666,1955.4616666666668
Telangana,Nalgonda,Maize,2021,22101,94551.43,4.278,621.3,25.349999999999998,66.76666666666667,1755.2608333333335,2060.523333333333,1907.8908333333331
Telangana,Nalgonda,Maize,2022,10486,47114.62,4.493,668.8,26.28333333333333,61.86666666666667,1854.9358333333332,2177.535,2016.235
Telangana,Nalgonda,Maize,2023,26972,109901.7,4.075,745.7,25.958333333333332,61.31666666666666,1887.3125,2215.54,2051.4258333333332
Telangana,Nalgonda,Maize,2024,6062,21665.42,3.574,653.8,25.5,63.925000000000004,1967.9116666666669,2310.1566666666668,2139.034166666667
Telangana,Nalgonda,Maize,2025,16174,68970.07,4.264,736.4,27.13333333333333,63.46666666666667,1992.0,2338.435,2165.2183333333332
Telangana,Nalgonda,Cotton,2020,29394,74231.84,2.525,708.8000000000001,26.59166666666667,65.2,6282.179166666666,7374.732499999999,6828.455833333333
Telangana,Nalgonda,Cotton,2021,16516,38972.67,2.36,621.3,25.349999999999998,66.76666666666667,6317.639166666667,7416.357499999999,6866.999166666667
Telangana,Nalgonda,Cotton,2022,22575,47228.42,2.092,668.8,26.28333333333333,61.86666666666667,6643.3825,7798.756666666667,7221.071666666667
Telangana,Nalgonda,Cotton,2023,26925,57680.46,2.142,745.7,25.958333333333332,61.31666666666666,6847.068333333334,8037.863333333334,7442.465833333333
Telangana,Nalgonda,Cotton,2024,12494,24314.02,1.946,653.8,25.5,63.925000000000004,6837.631666666667,8026.785833333334,7432.208333333333
Telangana,Nalgonda,Cotton,2025,11588,24185.18,2.087,736.4,27.13333333333333,63.46666666666667,6869.294999999999,8063.955000000001,7466.624166666667
Telangana,Nalgonda,Groundnut,2020,27361,50061.02,1.83,708.8000000000001,26.59166666666667,65.2,5183.110833333333,6084.520833333333,5633.816666666667
Telangana,Nalgonda,Groundnut,2021,25652,59647.15,2.325,621.3,25.349999999999998,66.76666666666667,5384.9275,6321.4375,5853.1825
Telangana,Nalgonda,Groundnut,2022,28003,73498.49,2.625,668.8,26.28333333333333,61.86666666666667,5391.723333333333,6329.4158333333335,5860.570833333334
Telangana,Nalgonda,Groundnut,2023,15150,43266.78,2.856,745.7,25.958333333333332,61.31666666666666,5482.900000000001,6436.446666666667,5959.671666666666
Telangana,Nalgonda,Groundnut,2024,5504,10934.14,1.987,653.8,25.5,63.925000000000004,5646.388333333333,6628.366666666666,6137.3775
Telangana,Nalgonda,Groundnut,2025,5823,13548.22,2.327,736.4,27.13333333333333,63.46666666666667,5665.845833333333,6651.21,6158.53
Telangana,Nalgonda,Chilli,2020,7105,13034.27,1.835,708.8000000000001,26.59166666666667,65.2,9722.255833333335,11413.083333333334,10567.669166666667
Telangana,Nalgonda,Chilli,2021,26732,44148.43,1.652,621.3,25.349999999999998,66.76666666666667,9760.8025,11458.335,10609.569166666666
Telangana,Nalgonda,Chilli,2022,16704,37085.61,2.22,668.8,26.28333333333333,61.86666666666667,9992.361666666666,11730.165,10861.263333333334
Telangana,Nalgonda,Chilli,2023,10645,21884.46,2.056,745.7,25.958333333333332,61.31666666666666,10416.490833333333,12228.053333333335,11322.2725
Telangana,Nalgonda,Chilli,2024,13662,26019.25,1.904,653.8,25.5,63.925000000000004,10561.606666666667,12398.406666666668,11480.0075
Telangana,Nalgonda,Chilli,2025,14337,20633.15,1.439,736.4,27.13333333333333,63.46666666666667,10889.920833333334,12783.820833333333,11836.870833333334
Telangana,Warangal,Rice,2020,24129,93506.23,3.875,659.7,25.900000000000002,64.21666666666667,2074.7125,2435.5333333333333,2255.1216666666664
Telangana,Warangal,Rice,2021,9964,46999.08,4.717,678.7,26.433333333333334,57.50833333333333,2066.0516666666667,2425.3666666666663,2245.7091666666665
Telangana,Warangal,Rice,2022,18216,74116.06,4.069,718.9,25.041666666666668,60.824999999999996,2116.4908333333333,2484.5750000000003,2300.5325
Telangana,Warangal,Rice,2023,22308,96928.99,4.345,653.2,24.941666666666666,61.74166666666667,2115.7258333333334,2483.68,2299.704166666667
Telangana,Warangal,Rice,2024,9804,43853.61,4.473,712.2,26.441666666666666,58.68333333333334,2243.5983333333334,2633.7866666666664,2438.6925
Telangana,Warangal,Rice,2025,24255,108642.43,4.479,564.4,26.55,57.475,2283.9258333333332,2681.130833333333,2482.5275
Telangana,Warangal,Maize,2020,10124,37652.56,3.719,659.7,25.900000000000002,64.21666666666667,1751.930833333333,2056.6158333333333,1904.2733333333333
Telangana,Warangal,Maize,2021,7193,28042.84,3.899,678.7,26.433333333333334,57.50833333333333,1756.745,2062.2675,1909.506666666667
Telangana,Warangal,Maize,2022,25309,104889.15,4.144,718.9,25.041666666666668,60.824999999999996,1878.9399999999998,2205.7141666666666,2042.3275
Telangana,Warangal,Maize,2023,25384,82024.83,3.231,653.2,24.941666666666666,61.74166666666667,1885.4650000000001,2213.3716666666664,2049.4183333333335
Telangana,Warangal,Maize,2024,5384,23290.25,4.326,712.2,26.441666666666666,58.68333333333334,1969.2275,2311.7008333333333,2140.4641666666666
Telangana,Warangal,Maize,2025,14860,56653.44,3.812,564.4,26.55,57.475,1999.7216666666666,2347.4975,2173.6108333333336
Telangana,Warangal,Cotton,2020,28524,69387.35,2.433,659.7,25.900000000000002,64.21666666666667,6291.22,7385.343333333333,6838.2825
Telangana,Warangal,Cotton,2021,25562,42340.79,1.656,678.7,26.433333333333334,57.50833333333333,6471.6525,7597.156666666667,7034.405833333333
Telangana,Warangal,Cotton,2022,10997,19213.36,1.747,718.9,25.041666666666668,60.824999999999996,6529.5391666666665,7665.110000000001,7097.325
Telangana,Warangal,Cotton,2023,29323,56255.17,1.918,653.2,24.941666666666666,61.74166666666667,6690.589166666666,7854.168333333334,7272.378333333333
Telangana,Warangal,Cotton,2024,15015,29928.84,1.993,712.2,26.441666666666666,58.68333333333334,7051.231666666667,8277.533333333333,7664.3825
Telangana,Warangal,Cotton,2025,15357,34563.98,2.251,564.4,26.55,57.475,7209.19,8462.961666666666,7836.076666666667
Telangana,Warangal,Groundnut,2020,15176,47460.51,3.127,659.7,25.900000000000002,64.21666666666667,5117.433333333333,6007.421666666666,5562.428333333333
Telangana,Warangal,Groundnut,2021,29285,81805.95,2.793,678.7,26.433333333333334,57.50833333333333,5303.430833333333,6225.766666666666,5764.599166666667
Telangana,Warangal,Groundnut,2022,24198,68430.07,2.828,718.9,25.041666666666668,60.824999999999996,5398.173333333333,6336.986666666667,5867.580833333333
Telangana,Warangal,Groundnut,2023,25914,68240.59,2.633,653.2,24.941666666666666,61.74166666666667,5647.2891666666665,6629.425,6138.356666666667
Telangana,Warangal,Groundnut,2024,11881,25051.02,2.108,712.2,26.441666666666666,58.68333333333334,5768.113333333334,6771.264166666667,6269.688333333333
Telangana,Warangal,Groundnut,2025,11941,27553.87,2.308,564.4,26.55,57.475,5805.388333333333,6815.0225,6310.204166666666
Telangana,Warangal,Chilli,2020,15209,19548.16,1.285,659.7,25.900000000000002,64.21666666666667,9572.370833333332,11237.133333333333,10404.753333333334
Telangana,Warangal,Chilli,2021,14550,24487.37,1.683,678.7,26.433333333333334,57.50833333333333,9906.5025,11629.373333333335,10767.9375
Telangana,Warangal,Chilli,2022,29114,61053.26,2.097,718.9,25.041666666666668,60.824999999999996,10171.840833333334,11940.8575,11056.347499999998
Telangana,Warangal,Chilli,2023,21521,42978.32,1.997,653.2,24.941666666666666,61.74166666666667,10368.411666666667,12171.614166666666,11270.014166666668
Telangana,Warangal,Chilli,2024,24963,47136.04,1.888,712.2,26.441666666666666,58.68333333333334,10786.0725,12661.9125,11723.991666666667
Telangana,Warangal,Chilli,2025,11269,20112.83,1.785,564.4,26.55,57.475,10921.030833333332,12820.340833333334,11870.685
Telangana,Karimnagar,Rice,2020,23290,102558.73,4.404,771.8,27.7,61.708333333333336,1995.1891666666668,2342.179166666667,2168.685
Telangana,Karimnagar,Rice,2021,20183,84117.56,4.168,589.0,26.55,59.074999999999996,2077.5499999999997,2438.8633333333332,2258.2083333333335
Telangana,Karimnagar,Rice,2022,14911,63830.51,4.281,737.7,25.041666666666668,65.09166666666667,2086.411666666667,2449.2683333333334,2267.84
